NA,uid,city_id,city_dev_index,gender,relevant_experience,enrolled_university,education_level,major_discipline,experience_years,company_size,company_type,last_new_job,training_hours,change_job
1610,25355,city_136,0.897,NA,Has relevent experience,no_enrollment,Masters,STEM,7,500-999,Pvt Ltd,1,278,0
1611,31148,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,1,86,0
1612,2197,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,14,10/49,Pvt Ltd,>4,97,0
1613,16993,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,2,42,0
1614,7669,city_103,0.92,Male,No relevent experience,Full time course,High School,NA,4,NA,NA,never,226,0
1615,31586,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10/49,Pvt Ltd,1,4,0
1616,12424,city_105,0.794,Male,Has relevent experience,Part time course,High School,NA,2,10/49,Pvt Ltd,2,17,0
1617,17777,city_103,0.92,Male,No relevent experience,no_enrollment,High School,NA,2,NA,NA,never,42,0
1618,32092,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,>4,55,0
1619,6855,city_160,0.92,Male,No relevent experience,Full time course,Graduate,STEM,4,10000+,Pvt Ltd,3,326,0
1620,19452,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,5000-9999,Pvt Ltd,>4,72,1
1621,11740,city_103,0.92,Male,Has relevent experience,no_enrollment,NA,NA,>20,500-999,Pvt Ltd,>4,6,0
1622,11560,city_138,0.836,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,1,33,0
1623,3856,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,1,32,0
1624,2121,city_36,0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,12,10000+,Pvt Ltd,1,42,0
1625,2920,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10000+,Pvt Ltd,1,153,0
1626,23361,city_23,0.899,Male,Has relevent experience,Part time course,Graduate,STEM,18,100-500,Pvt Ltd,>4,7,0
1627,31046,city_50,0.896,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Pvt Ltd,>4,9,0
1628,24349,city_173,0.878,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10/49,Pvt Ltd,3,8,0
1629,3002,city_102,0.804,NA,No relevent experience,Full time course,Graduate,STEM,3,50-99,Pvt Ltd,1,47,0
1630,22719,city_71,0.884,Male,Has relevent experience,Full time course,Graduate,STEM,13,100-500,NGO,1,100,0
1631,31965,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,3,NA,NA,never,56,0
1632,6213,city_71,0.884,NA,Has relevent experience,no_enrollment,Masters,Business Degree,15,NA,NA,>4,24,0
1633,23011,city_103,0.92,NA,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,1,58,0
1634,9802,city_84,0.698,Male,No relevent experience,Full time course,High School,NA,5,NA,NA,1,4,0
1635,30944,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,1,54,0
1636,24903,city_21,0.624,NA,No relevent experience,Part time course,High School,NA,<1,NA,NA,never,50,0
1637,13226,city_155,0.556,Male,Has relevent experience,Part time course,Graduate,STEM,7,1000-4999,Pvt Ltd,1,102,0
1638,30706,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,NA,NA,>4,85,0
1639,23738,city_97,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,NA,NA,>4,34,0
1640,3364,city_103,0.92,NA,Has relevent experience,Part time course,Graduate,Humanities,15,NA,NA,1,192,1
1641,31335,city_152,0.698,Female,No relevent experience,Full time course,Graduate,STEM,8,1000-4999,Public Sector,1,94,1
1642,13338,city_21,0.624,NA,No relevent experience,no_enrollment,Graduate,Other,1,50-99,Pvt Ltd,never,12,1
1643,5656,city_50,0.896,Male,Has relevent experience,no_enrollment,Masters,STEM,13,1000-4999,Public Sector,>4,224,0
1644,22745,city_21,0.624,NA,Has relevent experience,Full time course,Masters,STEM,7,100-500,Pvt Ltd,4,75,0
1645,12839,city_64,0.666,Male,No relevent experience,no_enrollment,Primary School,NA,<1,NA,NA,never,7,0
1646,16289,city_21,0.624,NA,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,NA,1,82,1
1647,988,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,11,10000+,Pvt Ltd,2,78,0
1648,1646,city_21,0.624,NA,Has relevent experience,Full time course,Masters,STEM,6,1000-4999,Pvt Ltd,1,7,0
1649,33344,city_19,0.682,NA,Has relevent experience,no_enrollment,Graduate,STEM,6,NA,NA,1,53,1
1650,4468,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,NA,NA,2,22,0
1651,13611,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10/49,Pvt Ltd,never,44,0
1652,4499,city_61,0.913,Male,No relevent experience,no_enrollment,Phd,STEM,>20,100-500,NGO,2,70,0
1653,1014,city_116,0.743,Male,Has relevent experience,no_enrollment,Graduate,Humanities,7,NA,NA,4,166,0
1654,14146,city_116,0.743,NA,No relevent experience,no_enrollment,Masters,Humanities,2,NA,NA,1,198,1
1655,20013,city_16,0.91,Male,No relevent experience,no_enrollment,Primary School,NA,2,NA,NA,never,81,0
1656,31915,city_21,0.624,NA,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,never,23,0
1657,25058,city_116,0.743,Female,Has relevent experience,no_enrollment,Masters,STEM,11,500-999,Pvt Ltd,>4,80,0
1658,32501,city_21,0.624,NA,No relevent experience,no_enrollment,Masters,STEM,9,NA,Pvt Ltd,1,11,0
1659,25249,city_24,0.698,NA,Has relevent experience,no_enrollment,Masters,STEM,2,1000-4999,Pvt Ltd,1,10,0
1660,31832,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,10,5000-9999,Pvt Ltd,1,184,1
1661,12446,city_115,0.789,Male,No relevent experience,Full time course,Graduate,STEM,6,NA,NA,3,22,1
1662,24250,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,14,10/49,Pvt Ltd,>4,9,1
1663,16300,city_21,0.624,Male,Has relevent experience,Full time course,Masters,STEM,4,50-99,Pvt Ltd,1,28,1
1664,12410,city_159,0.843,Other,No relevent experience,Full time course,High School,NA,1,NA,NA,never,6,0
1665,30068,city_16,0.91,NA,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,NGO,>4,70,0
1666,12672,city_114,0.926,Male,Has relevent experience,NA,High School,NA,17,10/49,Pvt Ltd,2,138,0
1667,18921,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,<1,1000-4999,Pvt Ltd,1,59,0
1668,25429,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,33,0
1669,4107,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,NA,2,25,0
1670,1903,city_103,0.92,NA,Has relevent experience,no_enrollment,Masters,STEM,17,10000+,Pvt Ltd,>4,158,0
1671,20743,city_50,0.896,Male,Has relevent experience,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,>4,23,1
1672,17858,city_81,0.73,Male,Has relevent experience,Part time course,Graduate,STEM,9,50-99,Pvt Ltd,4,89,0
1673,3490,city_145,0.555,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Funded Startup,2,70,0
1674,27325,city_16,0.91,Male,No relevent experience,Part time course,Graduate,STEM,1,5000-9999,Pvt Ltd,1,34,0
1675,25963,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,NA,1,7,0
1676,29032,city_16,0.91,Female,Has relevent experience,no_enrollment,Graduate,STEM,12,10/49,Pvt Ltd,3,10,0
1677,33299,city_104,0.924,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,1,149,0
1678,9604,city_21,0.624,NA,No relevent experience,no_enrollment,NA,NA,1,NA,NA,never,10,1
1679,18164,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,1,50-99,Funded Startup,1,15,0
1680,1533,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,15,100-500,Pvt Ltd,2,106,0
1681,29701,city_45,0.89,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,4,38,0
1682,17083,city_160,0.92,Female,Has relevent experience,Full time course,Graduate,STEM,4,5000-9999,Pvt Ltd,1,7,0
1683,8409,city_90,0.698,NA,Has relevent experience,Full time course,Graduate,STEM,14,<10,Pvt Ltd,1,12,1
1684,13376,city_145,0.555,NA,Has relevent experience,no_enrollment,Masters,STEM,19,10000+,Pvt Ltd,2,57,1
1685,8716,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,12,10000+,Pvt Ltd,1,77,0
1686,23236,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,29,0
1687,5722,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Pvt Ltd,never,49,0
1688,3910,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,4,10/49,NA,1,29,0
1689,1265,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Funded Startup,1,76,0
1690,17284,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,4,100-500,Pvt Ltd,2,43,0
1691,27780,city_114,0.926,Male,No relevent experience,Full time course,High School,NA,11,NA,NA,never,45,0
1692,4372,city_103,0.92,NA,Has relevent experience,Full time course,Graduate,STEM,14,10000+,Pvt Ltd,1,37,1
1693,20732,city_64,0.666,Other,No relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,>4,23,1
1694,12969,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,11,50-99,Pvt Ltd,3,37,0
1695,27617,city_83,0.923,NA,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,never,90,0
1696,27032,city_114,0.926,NA,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,>4,40,0
1697,6870,city_21,0.624,Female,Has relevent experience,no_enrollment,Graduate,STEM,9,500-999,Pvt Ltd,>4,36,1
1698,2833,city_103,0.92,Male,Has relevent experience,Full time course,Masters,STEM,11,10000+,Pvt Ltd,2,34,0
1699,9825,city_103,0.92,Other,No relevent experience,Full time course,Graduate,STEM,4,10000+,NGO,1,19,0
1700,5216,city_21,0.624,NA,No relevent experience,Full time course,Graduate,STEM,3,NA,NA,never,9,1
1701,31442,city_67,0.855,Male,No relevent experience,Full time course,High School,NA,2,NA,NA,1,43,0
1702,25742,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,<10,Pvt Ltd,>4,14,0
1703,5516,city_165,0.903,Male,Has relevent experience,no_enrollment,Masters,STEM,6,NA,NA,1,108,0
1704,18433,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,6,1000-4999,Pvt Ltd,2,65,0
1705,27600,city_57,0.866,Male,No relevent experience,Full time course,High School,NA,16,NA,NA,never,130,0
1706,10445,city_21,0.624,NA,Has relevent experience,no_enrollment,Masters,STEM,12,100-500,Pvt Ltd,>4,14,0
1707,77,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,1,78,1
1708,24939,city_21,0.624,NA,No relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,2,56,1
1709,30054,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,5,NA,NA,never,92,0
1710,12780,city_103,0.92,NA,No relevent experience,Full time course,Graduate,STEM,3,NA,NA,1,78,0
1711,6846,city_90,0.698,Male,Has relevent experience,no_enrollment,Masters,STEM,14,NA,NA,2,10,1
1712,31589,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,10/49,Pvt Ltd,3,54,0
1713,31302,city_173,0.878,Male,No relevent experience,Full time course,High School,NA,12,NA,NA,4,10,0
1714,20926,city_103,0.92,NA,No relevent experience,no_enrollment,Masters,STEM,7,NA,NA,1,156,1
1715,25239,city_141,0.763,NA,Has relevent experience,Full time course,Graduate,STEM,7,50-99,NA,>4,117,0
1716,20985,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,16,NA,NA,2,13,0
1717,12602,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10000+,Pvt Ltd,2,68,0
1718,31306,city_103,0.92,NA,Has relevent experience,no_enrollment,Masters,Business Degree,>20,100-500,Public Sector,>4,40,1
1719,25946,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,Pvt Ltd,3,80,0
1720,1471,city_73,0.754,Male,Has relevent experience,Part time course,Graduate,Humanities,11,NA,NA,>4,166,0
1721,31069,city_103,0.92,NA,No relevent experience,no_enrollment,Masters,Other,15,NA,NA,2,21,0
1722,7698,city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Funded Startup,1,102,0
1723,24729,city_104,0.924,NA,Has relevent experience,no_enrollment,Graduate,STEM,9,10/49,Pvt Ltd,1,94,0
1724,18957,city_114,0.926,NA,No relevent experience,NA,Masters,STEM,18,100-500,NA,3,147,0
1725,814,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,Pvt Ltd,4,60,0
1726,26704,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,2,NA,NA,never,82,0
1727,989,city_103,0.92,NA,Has relevent experience,no_enrollment,Graduate,STEM,14,NA,NA,>4,25,1
1728,29945,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,1,19,0
1729,10183,city_103,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,11,500-999,Pvt Ltd,3,122,0
1730,29053,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,Humanities,3,NA,NA,3,31,1
1731,11257,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,2,74,1
1732,31953,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,3,<10,Pvt Ltd,2,74,0
1733,29855,city_91,0.691,Male,No relevent experience,no_enrollment,Graduate,STEM,11,NA,NA,4,4,0
1734,32924,city_90,0.698,Male,Has relevent experience,Full time course,Graduate,STEM,5,10/49,Funded Startup,1,204,0
1735,28519,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,1,34,1
1736,12140,city_16,0.91,Female,Has relevent experience,no_enrollment,Masters,Humanities,5,NA,Public Sector,1,57,0
1737,5735,city_159,0.843,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Funded Startup,2,170,0
1738,13663,city_136,0.897,Male,No relevent experience,no_enrollment,Graduate,Business Degree,17,NA,NA,>4,51,0
1739,17770,city_19,0.682,NA,Has relevent experience,no_enrollment,Masters,STEM,15,1000-4999,Pvt Ltd,1,41,0
1740,17052,city_90,0.698,NA,Has relevent experience,no_enrollment,NA,NA,NA,NA,NA,>4,118,1
1741,3174,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,9,10/49,Other,2,324,0
1742,3433,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,NA,1,23,0
1743,31324,city_128,0.527,NA,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,1,63,0
1744,5011,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,NA,NA,never,67,0
1745,31649,city_143,0.74,Male,Has relevent experience,Full time course,High School,NA,<1,NA,NA,1,35,1
1746,12103,city_116,0.743,Male,Has relevent experience,no_enrollment,Masters,STEM,18,1000-4999,Pvt Ltd,>4,25,0
1747,15209,city_73,0.754,Male,Has relevent experience,no_enrollment,Masters,STEM,20,NA,Pvt Ltd,>4,66,0
1748,23322,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,>4,31,1
1749,12690,city_64,0.666,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,50-99,Pvt Ltd,>4,248,0
1750,3944,city_160,0.92,Other,No relevent experience,Full time course,Masters,STEM,5,NA,Public Sector,>4,63,0
1751,5030,city_24,0.698,Male,No relevent experience,Full time course,Graduate,STEM,3,NA,NA,never,11,0
1752,27733,city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,STEM,>20,NA,NA,1,54,1
1753,15490,city_64,0.666,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,2,24,0
1754,8121,city_114,0.926,NA,Has relevent experience,Full time course,High School,NA,6,50-99,NA,2,13,0
1755,20207,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,20,50-99,Pvt Ltd,>4,7,0
1756,30878,city_91,0.691,Male,No relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,1,32,0
1757,27211,city_19,0.682,NA,No relevent experience,Full time course,Graduate,STEM,3,NA,NA,never,12,1
1758,7154,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,7,50-99,NA,1,53,0
1759,19619,city_93,0.865,NA,Has relevent experience,Full time course,Graduate,STEM,4,10000+,Pvt Ltd,1,121,0
1760,27795,city_103,0.92,Male,No relevent experience,no_enrollment,Primary School,NA,6,NA,NA,never,336,0
1761,7163,city_115,0.789,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,NA,NA,never,23,1
1762,31240,city_114,0.926,Male,Has relevent experience,Part time course,Graduate,STEM,3,100-500,Pvt Ltd,1,31,0
1763,3985,city_16,0.91,NA,No relevent experience,no_enrollment,High School,NA,4,10/49,Pvt Ltd,1,13,0
1764,13304,city_21,0.624,Male,Has relevent experience,Full time course,NA,NA,6,100-500,Pvt Ltd,1,51,0
1765,23111,city_50,0.896,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,50-99,Pvt Ltd,never,222,0
1766,30499,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,NA,NA,1,190,0
1767,15812,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,>4,25,0
1768,30441,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,19,100-500,Pvt Ltd,>4,90,0
1769,27478,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,No Major,19,NA,NA,1,64,1
1770,12247,city_102,0.804,NA,Has relevent experience,no_enrollment,NA,NA,15,50-99,Pvt Ltd,>4,21,0
1771,3731,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,No Major,18,10000+,Pvt Ltd,4,100,0
1772,24897,city_89,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,NA,1,78,0
1773,27638,city_102,0.804,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,4,52,0
1774,18386,city_21,0.624,NA,No relevent experience,no_enrollment,Graduate,STEM,<1,50-99,Public Sector,1,95,1
1775,21722,city_114,0.926,Female,Has relevent experience,no_enrollment,Graduate,STEM,15,50-99,NA,never,9,0
1776,28551,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,20,NA,NA,4,58,1
1777,8603,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,7,NA,NA,>4,32,1
1778,28034,city_23,0.899,NA,Has relevent experience,Full time course,NA,NA,3,<10,Public Sector,1,8,0
1779,32260,city_78,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,NA,NA,1,9,0
1780,24691,city_162,0.767,NA,No relevent experience,Full time course,NA,NA,5,NA,NA,never,2,0
1781,6284,city_116,0.743,Male,Has relevent experience,no_enrollment,Masters,STEM,11,NA,NA,1,28,1
1782,6255,city_160,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,NA,NA,1,16,0
1783,13271,city_100,0.887,NA,No relevent experience,NA,NA,NA,>20,NA,NA,NA,39,1
1784,12477,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,9,<10,Pvt Ltd,>4,62,0
1785,33239,city_21,0.624,NA,No relevent experience,Full time course,NA,NA,7,NA,Pvt Ltd,never,48,1
1786,1924,city_102,0.804,NA,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,3,164,0
1787,18376,city_75,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,50-99,NA,1,60,0
1788,26140,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,5000-9999,NA,1,206,0
1789,26994,city_83,0.923,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,1,126,0
1790,17505,city_16,0.91,NA,No relevent experience,Full time course,Graduate,STEM,6,NA,NA,NA,46,0
1791,12331,city_79,0.698,NA,No relevent experience,Part time course,NA,NA,2,NA,NA,NA,28,1
1792,28852,city_138,0.836,Male,No relevent experience,Full time course,High School,NA,6,NA,NA,never,108,0
1793,3853,city_160,0.92,NA,Has relevent experience,no_enrollment,Masters,STEM,4,NA,NA,1,39,1
1794,31077,city_21,0.624,Other,Has relevent experience,Full time course,Graduate,STEM,5,NA,Pvt Ltd,never,50,1
1795,12098,city_21,0.624,NA,No relevent experience,no_enrollment,NA,NA,<1,NA,NA,never,10,0
1796,16280,city_21,0.624,NA,No relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1,5,0
1797,19169,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,10/49,Pvt Ltd,>4,142,1
1798,30575,city_46,0.762,Male,Has relevent experience,no_enrollment,Masters,STEM,11,NA,NA,1,6,1
1799,19772,city_21,0.624,NA,Has relevent experience,no_enrollment,Graduate,STEM,1,50-99,Pvt Ltd,NA,21,1
1800,31468,city_97,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,35,0
1801,11202,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,No Major,13,NA,NA,1,7,0
1802,27115,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,4,94,0
