"","V1","uid","city_dev_index","gender","relevant_experience","enrolled_university","education_level","major_discipline","experience_years","company_size","company_type","last_new_job","training_hours","experience_level","pred_rf"
"1449",1449,9583,0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM",17,"5000-9999","Pvt Ltd",">4",67,"Y4","0"
"1450",1450,15600,0.896,"Male","Has relevent experience","no_enrollment","Masters","STEM",15,"5000-9999","Pvt Ltd",">4",43,"Y3","0"
"1451",1451,27633,0.924,"Male","Has relevent experience","no_enrollment","Graduate","STEM",3,"1000-4999","Pvt Ltd","3",81,"Y1","0"
"1452",1452,1564,0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5,"10000+","Pvt Ltd","1",56,"Y2","1"
"1453",1453,16720,0.624,"Male","No relevent experience","Full time course","High School","STEM",10,"1000-4999","Pvt Ltd","never",68,"Y3","1"
"1454",1454,6137,0.855,"Male","Has relevent experience","no_enrollment","High School","STEM",2,"<10","Pvt Ltd","1",62,"Y1","0"
"1455",1455,1285,0.897,"Male","Has relevent experience","no_enrollment","Masters","STEM",11,"100-500","Pvt Ltd","never",3,"Y3","0"
"1456",1456,4359,0.666,"Male","Has relevent experience","no_enrollment","Graduate","STEM",22,"10/49","Other",">4",13,"Y4","0"
"1457",1457,13734,0.91,"Male","Has relevent experience","no_enrollment","Phd","STEM",16,"<10","Pvt Ltd","1",11,"Y4","0"
"1458",1458,16112,0.762,"Male","Has relevent experience","no_enrollment","Masters","STEM",4,"1000-4999","Pvt Ltd","2",42,"Y2","0"
"1459",1459,11507,0.926,"Male","No relevent experience","Full time course","High School","STEM",10,"5000-9999","Pvt Ltd","1",65,"Y3","0"
"1460",1460,15321,0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",9,"10000+","Pvt Ltd","2",16,"Y2","0"
"1461",1461,23678,0.903,"Male","Has relevent experience","no_enrollment","Graduate","STEM",22,"10/49","Pvt Ltd",">4",50,"Y4","0"
"1462",1462,27950,0.682,"Female","Has relevent experience","Full time course","Graduate","STEM",3,"50-99","Pvt Ltd","2",101,"Y1","0"
"1463",1463,15295,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",9,"10000+","Pvt Ltd","1",64,"Y2","0"
"1464",1464,6863,0.897,"Male","No relevent experience","Full time course","Graduate","STEM",3,"<10","Early Stage Startup","never",320,"Y1","0"
"1465",1465,28047,0.689,"Female","Has relevent experience","no_enrollment","Graduate","STEM",5,"100-500","Funded Startup","1",11,"Y2","0"
"1466",1466,26708,0.926,"Male","Has relevent experience","Part time course","Graduate","STEM",8,"50-99","Pvt Ltd","1",36,"Y2","0"
"1467",1467,10801,0.923,"Female","Has relevent experience","no_enrollment","Masters","Humanities",4,"100-500","Public Sector","2",48,"Y2","0"
"1468",1468,17320,0.624,"Male","No relevent experience","Full time course","High School","STEM",4,"10/49","Pvt Ltd","1",12,"Y2","1"
"1469",1469,16862,0.754,"Male","Has relevent experience","Part time course","Graduate","STEM",6,"100-500","Pvt Ltd","1",106,"Y2","0"
"1470",1470,1384,0.923,"Male","No relevent experience","Full time course","Graduate","STEM",3,"<10","Early Stage Startup","1",236,"Y1","0"
"1471",1471,28870,0.92,"Male","Has relevent experience","Part time course","Graduate","STEM",14,"500-999","Public Sector","1",47,"Y3","0"
"1472",1472,17270,0.897,"Male","Has relevent experience","no_enrollment","Graduate","STEM",15,"50-99","Pvt Ltd",">4",153,"Y3","0"
"1473",1473,5816,0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",9,"1000-4999","Pvt Ltd","4",28,"Y2","1"
"1474",1474,25042,0.624,"Male","Has relevent experience","Full time course","Graduate","STEM",3,"1000-4999","Pvt Ltd","2",48,"Y1","1"
"1475",1475,3551,0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM",22,"100-500","Pvt Ltd",">4",54,"Y4","0"
"1476",1476,1551,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",22,"100-500","Funded Startup","1",6,"Y4","0"
"1477",1477,27183,0.91,"Male","Has relevent experience","no_enrollment","Graduate","Arts",15,"10/49","Funded Startup","1",114,"Y3","0"
"1478",1478,1761,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",22,"10000+","Pvt Ltd","2",64,"Y4","0"
"1479",1479,30920,0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",20,"100-500","Pvt Ltd","2",17,"Y4","0"
"1480",1480,30238,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",22,"100-500","Pvt Ltd",">4",226,"Y4","0"
"1481",1481,15047,0.92,"Male","Has relevent experience","no_enrollment","Graduate","Humanities",22,"50-99","Other","1",51,"Y4","0"
"1482",1482,26065,0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM",22,"100-500","Pvt Ltd",">4",74,"Y4","0"
"1483",1483,25989,0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM",22,"<10","Early Stage Startup","2",96,"Y4","0"
"1484",1484,8395,0.884,"Male","Has relevent experience","no_enrollment","Graduate","STEM",7,"50-99","Funded Startup","1",81,"Y2","0"
"1485",1485,26916,0.91,"Male","No relevent experience","no_enrollment","Graduate","STEM",22,"50-99","Funded Startup","1",89,"Y4","0"
"1486",1486,24430,0.897,"Male","No relevent experience","no_enrollment","Graduate","STEM",18,"100-500","Pvt Ltd",">4",58,"Y4","0"
"1487",1487,1585,0.91,"Male","Has relevent experience","no_enrollment","Masters","STEM",16,"1000-4999","Pvt Ltd","2",104,"Y4","0"
"1488",1488,3797,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",15,"<10","Pvt Ltd","4",45,"Y3","0"
"1489",1489,23050,0.91,"Male","Has relevent experience","Full time course","Graduate","STEM",5,"10/49","Pvt Ltd","1",109,"Y2","0"
"1490",1490,8838,0.579,"Male","No relevent experience","no_enrollment","High School","STEM",2,"10/49","Pvt Ltd","1",20,"Y1","0"
"1491",1491,28659,0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",9,"500-999","Pvt Ltd","1",3,"Y2","0"
"1492",1492,17865,0.804,"Male","Has relevent experience","Part time course","Masters","STEM",10,"100-500","Pvt Ltd","2",44,"Y3","0"
"1493",1493,7331,0.92,"Female","No relevent experience","no_enrollment","Graduate","Humanities",10,"100-500","Pvt Ltd",">4",7,"Y3","0"
"1494",1494,9405,0.624,"Male","Has relevent experience","Full time course","Masters","STEM",0,"50-99","Pvt Ltd","1",12,"Y1","1"
"1495",1495,18472,0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",0,"100-500","Pvt Ltd","1",84,"Y1","1"
"1496",1496,22448,0.516,"Male","Has relevent experience","no_enrollment","Graduate","STEM",13,"<10","Early Stage Startup",">4",36,"Y3","1"
"1497",1497,23068,0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",22,"50-99","NGO","1",21,"Y4","0"
"1498",1498,9603,0.92,"Female","Has relevent experience","no_enrollment","Graduate","STEM",8,"50-99","Early Stage Startup","1",48,"Y2","0"
"1499",1499,1984,0.55,"Male","Has relevent experience","no_enrollment","Graduate","STEM",6,"10/49","Pvt Ltd","1",11,"Y2","1"
"1500",1500,3247,0.887,"Male","Has relevent experience","no_enrollment","Masters","STEM",19,"1000-4999","Pvt Ltd",">4",104,"Y4","0"
"1501",1501,27741,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",13,"1000-4999","Pvt Ltd","1",70,"Y3","0"
"1502",1502,32175,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",10,"10000+","Pvt Ltd","1",38,"Y3","0"
"1503",1503,25519,0.91,"Male","No relevent experience","Full time course","Graduate","STEM",1,"10000+","Pvt Ltd","never",55,"Y1","0"
"1504",1504,22649,0.91,"Male","No relevent experience","no_enrollment","High School","STEM",0,"50-99","Pvt Ltd","never",143,"Y1","0"
"1505",1505,29842,0.92,"Male","No relevent experience","no_enrollment","Graduate","STEM",5,"1000-4999","Pvt Ltd","2",86,"Y2","0"
"1506",1506,26834,0.624,"Male","No relevent experience","Full time course","High School","STEM",0,"10/49","Pvt Ltd","never",11,"Y1","0"
"1507",1507,1270,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",4,"<10","Funded Startup","1",100,"Y2","0"
"1508",1508,21492,0.766,"Male","Has relevent experience","Part time course","Graduate","Business Degree",9,"1000-4999","Pvt Ltd",">4",112,"Y2","0"
"1509",1509,27023,0.897,"Male","No relevent experience","Part time course","Graduate","STEM",2,"<10","Early Stage Startup","1",85,"Y1","0"
"1510",1510,31071,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",15,"50-99","Funded Startup","2",31,"Y3","0"
"1511",1511,22838,0.624,"Male","No relevent experience","Full time course","High School","STEM",0,"<10","Early Stage Startup","never",15,"Y1","0"
"1512",1512,30811,0.754,"Male","No relevent experience","Full time course","High School","STEM",4,"10000+","Pvt Ltd","never",163,"Y2","0"
"1513",1513,24774,0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",18,"10000+","Pvt Ltd",">4",56,"Y4","0"
"1514",1514,1982,0.915,"Male","No relevent experience","Full time course","Graduate","STEM",3,"10000+","Pvt Ltd","never",12,"Y1","0"
"1515",1515,19572,0.804,"Male","No relevent experience","no_enrollment","Masters","Business Degree",7,"50-99","Pvt Ltd","1",20,"Y2","0"
"1516",1516,22382,0.939,"Male","Has relevent experience","no_enrollment","Graduate","STEM",22,"<10","Pvt Ltd",">4",31,"Y4","0"
"1517",1517,5537,0.923,"Other","Has relevent experience","no_enrollment","Graduate","STEM",19,"10000+","Pvt Ltd","4",30,"Y4","0"
"1518",1518,13612,0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",0,"50-99","Pvt Ltd","1",109,"Y1","1"
"1519",1519,1535,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",18,"5000-9999","Pvt Ltd","4",160,"Y4","0"
"1520",1520,27061,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",13,"50-99","Pvt Ltd",">4",31,"Y3","0"
"1521",1521,16163,0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",22,"100-500","Pvt Ltd",">4",70,"Y4","0"
"1522",1522,26787,0.91,"Male","No relevent experience","no_enrollment","Graduate","STEM",20,"500-999","Pvt Ltd","2",68,"Y4","0"
"1523",1523,15761,0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM",12,"50-99","Pvt Ltd","2",43,"Y3","0"
"1524",1524,16009,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",10,"50-99","Pvt Ltd","1",118,"Y3","0"
"1525",1525,4020,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",22,"10000+","Pvt Ltd","2",54,"Y4","0"
"1526",1526,13377,0.624,"Male","Has relevent experience","Full time course","Graduate","STEM",3,"50-99","Pvt Ltd","1",66,"Y1","1"
"1527",1527,6107,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",6,"1000-4999","Pvt Ltd","3",148,"Y2","0"
"1528",1528,16143,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",22,"10000+","Pvt Ltd",">4",10,"Y4","0"
"1529",1529,19360,0.92,"Male","Has relevent experience","Part time course","High School","STEM",8,"1000-4999","Public Sector","2",134,"Y2","0"
"1530",1530,8496,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",22,"100-500","Pvt Ltd",">4",63,"Y4","0"
"1531",1531,23363,0.738,"Male","No relevent experience","Full time course","Graduate","Other",5,"100-500","Pvt Ltd","1",8,"Y2","0"
"1532",1532,30487,0.55,"Male","Has relevent experience","no_enrollment","Graduate","STEM",0,"100-500","Pvt Ltd","1",50,"Y1","1"
"1533",1533,19330,0.939,"Male","Has relevent experience","no_enrollment","Graduate","STEM",22,"1000-4999","Pvt Ltd",">4",20,"Y4","0"
"1534",1534,2355,0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM",10,"5000-9999","NGO","4",4,"Y3","0"
"1535",1535,2909,0.666,"Male","Has relevent experience","no_enrollment","Graduate","STEM",7,"50-99","Pvt Ltd","3",280,"Y2","0"
"1536",1536,18037,0.682,"Female","No relevent experience","Full time course","Graduate","No Major",1,"10000+","Pvt Ltd","never",140,"Y1","1"
"1537",1537,32262,0.766,"Male","No relevent experience","Full time course","Graduate","STEM",3,"100-500","Pvt Ltd","1",210,"Y1","0"
"1538",1538,9054,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",12,"100-500","Pvt Ltd",">4",167,"Y3","0"
"1539",1539,17244,0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM",22,"10000+","Pvt Ltd",">4",56,"Y4","0"
"1540",1540,25324,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",22,"100-500","Pvt Ltd",">4",6,"Y4","0"
"1541",1541,20368,0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",2,"50-99","Pvt Ltd","2",316,"Y1","1"
"1542",1542,18371,0.804,"Male","No relevent experience","Full time course","Graduate","STEM",9,"10000+","Pvt Ltd","1",37,"Y2","0"
"1543",1543,31394,0.92,"Male","Has relevent experience","no_enrollment","Phd","STEM",22,"10000+","Public Sector","1",33,"Y4","0"
"1544",1544,2770,0.913,"Male","Has relevent experience","no_enrollment","Masters","STEM",22,"500-999","Pvt Ltd","1",77,"Y4","0"
"1545",1545,746,0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",22,"10000+","Pvt Ltd","2",7,"Y4","0"
"1546",1546,24695,0.698,"Male","Has relevent experience","no_enrollment","Graduate","STEM",10,"<10","Pvt Ltd","4",4,"Y3","0"
"1547",1547,33265,0.926,"Male","No relevent experience","Full time course","High School","STEM",7,"10/49","Pvt Ltd","1",45,"Y2","0"
"1548",1548,24631,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",2,"10000+","Pvt Ltd","1",16,"Y1","0"
"1549",1549,5338,0.92,"Female","No relevent experience","no_enrollment","Graduate","STEM",4,"100-500","NGO","1",54,"Y2","0"
"1550",1550,30678,0.804,"Male","No relevent experience","Full time course","Graduate","STEM",1,"50-99","Funded Startup","1",29,"Y1","0"
"1551",1551,156,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",12,"10/49","Funded Startup","2",56,"Y3","0"
"1552",1552,21916,0.924,"Male","Has relevent experience","no_enrollment","Graduate","STEM",14,"1000-4999","Pvt Ltd","1",108,"Y3","0"
"1553",1553,757,0.92,"Male","Has relevent experience","no_enrollment","Graduate","No Major",22,"50-99","Pvt Ltd","2",79,"Y4","0"
"1554",1554,10268,0.913,"Male","No relevent experience","Full time course","High School","STEM",2,"500-999","Public Sector","2",26,"Y1","0"
"1555",1555,6420,0.624,"Male","No relevent experience","Full time course","High School","STEM",0,"<10","Early Stage Startup","never",96,"Y1","0"
"1556",1556,18349,0.624,"Male","Has relevent experience","no_enrollment","Masters","Other",3,"10000+","Pvt Ltd","2",13,"Y1","1"
"1557",1557,6675,0.91,"Male","Has relevent experience","no_enrollment","Phd","STEM",11,"100-500","Pvt Ltd","2",58,"Y3","0"
"1558",1558,7628,0.698,"Male","Has relevent experience","no_enrollment","Graduate","STEM",14,"<10","Funded Startup","1",25,"Y3","0"
"1559",1559,2114,0.924,"Male","Has relevent experience","no_enrollment","Graduate","STEM",6,"50-99","Pvt Ltd","1",166,"Y2","0"
"1560",1560,2664,0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM",4,"50-99","Pvt Ltd","1",8,"Y2","0"
"1561",1561,2290,0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM",15,"10000+","Pvt Ltd","2",5,"Y3","0"
"1562",1562,6171,0.923,"Male","Has relevent experience","Part time course","Masters","Humanities",2,"10000+","Pvt Ltd","1",52,"Y1","0"
"1563",1563,11396,0.92,"Male","No relevent experience","no_enrollment","Primary School","STEM",4,"<10","Early Stage Startup","never",190,"Y2","0"
"1564",1564,19797,0.624,"Female","Has relevent experience","Full time course","Masters","STEM",13,"100-500","Pvt Ltd",">4",8,"Y3","1"
"1565",1565,3350,0.92,"Male","No relevent experience","no_enrollment","Graduate","STEM",9,"10000+","Pvt Ltd","never",7,"Y2","0"
"1566",1566,27620,0.884,"Male","Has relevent experience","no_enrollment","Graduate","STEM",9,"10/49","Funded Startup","1",69,"Y2","0"
"1567",1567,22538,0.698,"Male","Has relevent experience","no_enrollment","Graduate","STEM",7,"50-99","Pvt Ltd","1",39,"Y2","0"
"1568",1568,5494,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",22,"10000+","Pvt Ltd","2",59,"Y4","0"
"1569",1569,19098,0.754,"Male","Has relevent experience","no_enrollment","Graduate","STEM",22,"50-99","Funded Startup","2",33,"Y4","0"
"1570",1570,8355,0.89,"Male","Has relevent experience","no_enrollment","Graduate","STEM",10,"100-500","Pvt Ltd",">4",254,"Y3","0"
"1571",1571,3379,0.843,"Male","Has relevent experience","no_enrollment","Masters","STEM",22,"<10","Pvt Ltd",">4",56,"Y4","0"
"1572",1572,20941,0.795,"Male","Has relevent experience","Full time course","Primary School","STEM",4,"50-99","Pvt Ltd","1",30,"Y2","0"
"1573",1573,32539,0.804,"Male","Has relevent experience","no_enrollment","Graduate","Humanities",22,"50-99","Pvt Ltd","1",160,"Y4","0"
"1574",1574,9241,0.802,"Male","Has relevent experience","no_enrollment","Graduate","STEM",11,"10/49","Pvt Ltd","3",10,"Y3","0"
"1575",1575,25368,0.743,"Male","Has relevent experience","no_enrollment","Graduate","STEM",6,"100-500","Pvt Ltd","4",166,"Y2","0"
"1576",1576,12102,0.682,"Male","Has relevent experience","no_enrollment","Masters","STEM",4,"50-99","Pvt Ltd","1",68,"Y2","0"
"1577",1577,5713,0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM",4,"500-999","Pvt Ltd","1",23,"Y2","1"
"1578",1578,28969,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",22,"100-500","Pvt Ltd","2",64,"Y4","0"
"1579",1579,29790,0.878,"Male","No relevent experience","Full time course","Graduate","STEM",9,"10000+","Pvt Ltd","1",21,"Y2","0"
"1580",1580,3509,0.924,"Male","Has relevent experience","no_enrollment","Graduate","STEM",12,"10/49","Pvt Ltd","2",64,"Y3","0"
"1581",1581,2573,0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",10,"10000+","Pvt Ltd","1",69,"Y3","0"
"1582",1582,29125,0.796,"Male","Has relevent experience","no_enrollment","Primary School","STEM",7,"100-500","Pvt Ltd","2",96,"Y2","0"
"1583",1583,31559,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",22,"100-500","Pvt Ltd",">4",44,"Y4","0"
"1584",1584,4040,0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",7,"1000-4999","Pvt Ltd","1",154,"Y2","0"
"1585",1585,11199,0.754,"Male","Has relevent experience","no_enrollment","Graduate","STEM",15,"1000-4999","Pvt Ltd","4",56,"Y3","0"
"1586",1586,10963,0.855,"Male","No relevent experience","Full time course","High School","STEM",11,"5000-9999","Pvt Ltd","1",20,"Y3","0"
"1587",1587,3288,0.788,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5,"10/49","Pvt Ltd","2",222,"Y2","0"
"1588",1588,4797,0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM",5,"500-999","Pvt Ltd","1",18,"Y2","1"
