,Year,State,Commodity,Type,Production,Marketing,Measure,Domain,Chemi_family,Materials,Value
3467,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, INSECTICIDE,CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329,30
3468,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, INSECTICIDE,CYANTRANILIPROLE = 90098,(D)
3469,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, INSECTICIDE,DIAZINON = 57801,4
3470,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, INSECTICIDE,ESFENVALERATE = 109303,13
3471,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, INSECTICIDE,FENPROPATHRIN = 127901,(D)
3472,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, INSECTICIDE,FLUPYRADIFURONE = 122304,(D)
3473,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, INSECTICIDE,IMIDACLOPRID = 129099,(D)
3474,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, INSECTICIDE,MALATHION = 57701,36
3475,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, INSECTICIDE,METHOMYL = 90301,9
3476,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, INSECTICIDE,PETROLEUM DISTILLATE = 63503,(D)
3477,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, INSECTICIDE,PHOSMET = 59201,(D)
3478,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, INSECTICIDE,PYRETHRINS = 69001,(D)
3479,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, INSECTICIDE,SPINETORAM = 110007,16
3480,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, INSECTICIDE,SPINOSAD = 110003,55
3481,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, INSECTICIDE,SPIROTETRAMAT = 392201,(D)
3482,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, INSECTICIDE,THIAMETHOXAM = 60109,5
3483,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, INSECTICIDE,TOTAL,91
3484,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, INSECTICIDE,ZETA-CYPERMETHRIN = 129064,40
3485,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, OTHER,AUREOBASIDIUM PULLULANS DSM 14940 = 46010,44
3486,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, OTHER,AUREOBASIDIUM PULLULANS DSM 14941 = 36010,44
3487,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, OTHER,BT KURSTAKI SA-12 = 6518,1
3488,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, OTHER,CAPRIC ACID = 128955,(D)
3489,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, OTHER,CAPRYLIC ACID = 128919,(D)
3490,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, OTHER,CHOLECALCIFEROL = 202901,(D)
3491,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, OTHER,CUPRAMMONIUM ACETATE = 36011,(D)
3492,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, OTHER,CYTOKININS = 116801,39
3493,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, OTHER,DIPHACINONE = 67701,(D)
3494,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, OTHER,FORCHLORFENURON = 128819,(D)
3495,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, OTHER,GIBBERELLIC ACID = 43801,(D)
3496,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, OTHER,HARPIN A B PROTEIN = 6506,(D)
3497,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, OTHER,HYDROGEN PEROXIDE = 595,52
3498,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, OTHER,INDAZIFLAM = 80818,17
3499,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, OTHER,INDOLEBUTYRIC ACID = 46701,(D)
3500,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, OTHER,IRON PHOSPHATE = 34903,(D)
3501,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, OTHER,METALDEHYDE = 53001,(D)
3502,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, OTHER,MINERAL OIL = 63502,(D)
3503,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, OTHER,PEROXYACETIC ACID = 63201,(D)
3504,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, OTHER,POTASSIUM SILICATE = 72606,(D)
3505,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, OTHER,REYNOUTRIA SACHALINE = 55809,16
3506,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, OTHER,TOTAL,74
3507,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",CHEMICAL, OTHER,ZINC PHOSPHIDE = 88601,4
3508,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",FERTILIZER,NA,NITROGEN,93
3509,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",FERTILIZER,NA,PHOSPHATE,87
3510,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",FERTILIZER,NA,POTASH,84
3511,2019,OREGON,BLUEBERRIES,BEARING,NA,TREATED,"PCT OF AREA BEARING, AVG",FERTILIZER,NA,SULFUR,31
3512,2019,OREGON,BLUEBERRIES,TAME,NA,ACRES HARVESTED,NA,TOTAL,NA,NA,13300
3513,2019,OREGON,BLUEBERRIES,TAME,PRODUCTION,NA,LB,TOTAL,NA,NA,155500000
3514,2019,OREGON,BLUEBERRIES,TAME,NA,YIELD,LB / ACRE,TOTAL,NA,NA,11700
3515,2019,OREGON,BLUEBERRIES,TAME,PRODUCTION,FRESH MARKET,$,TOTAL,NA,NA,84919000
3516,2019,OREGON,BLUEBERRIES,TAME,PRODUCTION,FRESH MARKET,LB,TOTAL,NA,NA,69040000
3517,2019,OREGON,BLUEBERRIES,TAME,PRODUCTION,NOT SOLD,LB,TOTAL,NA,NA,1400000
3518,2019,OREGON,BLUEBERRIES,TAME,PRODUCTION,PROCESSING,$,TOTAL,NA,NA,49335000
3519,2019,OREGON,BLUEBERRIES,TAME,PRODUCTION,PROCESSING,LB,TOTAL,NA,NA,85060000
3520,2019,OREGON,BLUEBERRIES,TAME,PRODUCTION,UTILIZED,$,TOTAL,NA,NA,134254000
3521,2019,OREGON,BLUEBERRIES,TAME,PRODUCTION,UTILIZED,LB,TOTAL,NA,NA,154100000
3522,2019,OTHER STATES,BLUEBERRIES,TAME,PRODUCTION,FRESH MARKET,$,TOTAL,NA,NA,120204000
3523,2019,OTHER STATES,BLUEBERRIES,TAME,PRODUCTION,FRESH MARKET,LB,TOTAL,NA,NA,52940000
3524,2019,OTHER STATES,BLUEBERRIES,TAME,PRODUCTION,PROCESSING,$,TOTAL,NA,NA,2916000
3525,2019,OTHER STATES,BLUEBERRIES,TAME,PRODUCTION,PROCESSING,LB,TOTAL,NA,NA,6450000
3526,2019,OTHER STATES,RASPBERRIES,NA,PRODUCTION,FRESH MARKET,$,TOTAL,NA,NA,381205000
3527,2019,OTHER STATES,RASPBERRIES,NA,PRODUCTION,FRESH MARKET,LB,TOTAL,NA,NA,131460000
3528,2019,OTHER STATES,RASPBERRIES,NA,PRODUCTION,PROCESSING,$,TOTAL,NA,NA,51109000
3529,2019,OTHER STATES,RASPBERRIES,NA,PRODUCTION,PROCESSING,LB,TOTAL,NA,NA,94380000
3530,2019,OTHER STATES,STRAWBERRIES,NA,PRODUCTION,FRESH MARKET,$,TOTAL,NA,NA,-2029057296
3531,2019,OTHER STATES,STRAWBERRIES,NA,PRODUCTION,FRESH MARKET,CWT,TOTAL,NA,NA,17530000
3532,2019,OTHER STATES,STRAWBERRIES,NA,PRODUCTION,PROCESSING,$,TOTAL,NA,NA,262610000
3533,2019,OTHER STATES,STRAWBERRIES,NA,PRODUCTION,PROCESSING,CWT,TOTAL,NA,NA,4970000
3534,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, FUNGICIDE,AZOXYSTROBIN = 128810,(D)
3535,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, FUNGICIDE,BACILLUS AMYLOLIQUEFAC F727 = 16489,(NA)
3536,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, FUNGICIDE,BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482,(NA)
3537,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, FUNGICIDE,BACILLUS SUBTILIS = 6479,(NA)
3538,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, FUNGICIDE,BASIC COPPER SULFATE = 8101,(D)
3539,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, FUNGICIDE,BOSCALID = 128008,2900
3540,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, FUNGICIDE,BT SUBSP KURSTAKI EVB-113-19 = 6544,(NA)
3541,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, FUNGICIDE,CALCIUM POLYSULFIDE = 76702,13500
3542,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, FUNGICIDE,CAPTAN = 81301,66600
3543,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, FUNGICIDE,CHLOROTHALONIL = 81901,22600
3544,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, FUNGICIDE,COPPER CHLORIDE HYD. = 23501,3100
3545,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, FUNGICIDE,COPPER HYDROXIDE = 23401,2800
3546,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, FUNGICIDE,COPPER OXIDE = 25601,(D)
3547,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, FUNGICIDE,CYMOXANIL = 129106,(D)
3548,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, FUNGICIDE,CYPRODINIL = 288202,1800
3549,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, FUNGICIDE,FAMOXADONE = 113202,(D)
3550,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, FUNGICIDE,FENBUCONAZOLE = 129011,600
3551,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, FUNGICIDE,FENHEXAMID = 90209,(D)
3552,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, FUNGICIDE,FLUDIOXONIL = 71503,1200
3553,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, FUNGICIDE,FLUOPYRAM = 80302,(D)
3554,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, FUNGICIDE,IPRODIONE = 109801,(D)
3555,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, FUNGICIDE,MEFENOXAM = 113502,(D)
3556,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, FUNGICIDE,METCONAZOLE = 125619,900
3557,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, FUNGICIDE,MYCLOBUTANIL = 128857,(D)
3558,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, FUNGICIDE,POLYOXIN D ZINC SALT = 230000,300
3559,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, FUNGICIDE,POTASSIUM BICARBON. = 73508,(D)
3560,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, FUNGICIDE,PYRACLOSTROBIN = 99100,1500
3561,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, FUNGICIDE,PYRIMETHANIL = 288201,(D)
3562,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, FUNGICIDE,QUINOLINE = 55459,(D)
3563,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, FUNGICIDE,SULFUR = 77501,(D)
3564,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, FUNGICIDE,SWINGLEA GLUTINOSA = 97096,(D)
3565,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, FUNGICIDE,TEBUCONAZOLE = 128997,(D)
3566,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, FUNGICIDE,TOTAL,126500
3567,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, FUNGICIDE,TRIFLUMIZOLE = 128879,(D)
3568,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, FUNGICIDE,ZIRAM = 34805,(D)
3569,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, HERBICIDE,CARFENTRAZONE-ETHYL = 128712,(D)
3570,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, HERBICIDE,CLETHODIM = 121011,(D)
3571,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, HERBICIDE,DICHLOBENIL = 27401,(D)
3572,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, HERBICIDE,DIURON = 35505,(D)
3573,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, HERBICIDE,FLUMIOXAZIN = 129034,(D)
3574,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, HERBICIDE,GLUFOSINATE-AMMONIUM = 128850,21100
3575,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, HERBICIDE,GLYPHOSATE = 417300,(D)
3576,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, HERBICIDE,GLYPHOSATE ISO. SALT = 103601,(D)
3577,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, HERBICIDE,HALOSULFURON-METHYL = 128721,(D)
3578,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, HERBICIDE,ISOXABEN = 125851,(D)
3579,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, HERBICIDE,MESOTRIONE = 122990,100
3580,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, HERBICIDE,NAPROPAMIDE = 103001,(D)
3581,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, HERBICIDE,ORYZALIN = 104201,(D)
3582,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, HERBICIDE,PARAQUAT = 61601,1900
3583,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, HERBICIDE,RIMSULFURON = 129009,(D)
3584,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, HERBICIDE,S-METOLACHLOR = 108800,(D)
3585,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, HERBICIDE,SIMAZINE = 80807,9100
3586,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, HERBICIDE,SULFENTRAZONE = 129081,(D)
3587,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, HERBICIDE,TOTAL,39700
3588,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, INSECTICIDE,ABAMECTIN = 122804,(D)
3589,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, INSECTICIDE,ACETAMIPRID = 99050,(D)
3590,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, INSECTICIDE,AZADIRACHTIN = 121701,(D)
3591,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, INSECTICIDE,BEAUVERIA BASSIANA = 128924,(NA)
3592,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, INSECTICIDE,BIFENTHRIN = 128825,1000
3593,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, INSECTICIDE,BT KURSTAKI ABTS-351 = 6522,(NA)
3594,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, INSECTICIDE,BURKHOLDERIA A396 CELLS & MEDIA = 6534,(NA)
3595,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, INSECTICIDE,CARBARYL = 56801,(D)
3596,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, INSECTICIDE,CHLORPYRIFOS = 59101,(D)
3597,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, INSECTICIDE,CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329,(NA)
3598,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, INSECTICIDE,CYANTRANILIPROLE = 90098,(D)
3599,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, INSECTICIDE,DIAZINON = 57801,1700
3600,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, INSECTICIDE,DIMETHOATE = 35001,(D)
3601,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, INSECTICIDE,ESFENVALERATE = 109303,(D)
3602,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, INSECTICIDE,FENPROPATHRIN = 127901,3400
3603,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, INSECTICIDE,FLUPYRADIFURONE = 122304,(D)
3604,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, INSECTICIDE,IMIDACLOPRID = 129099,1300
3605,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, INSECTICIDE,MALATHION = 57701,(D)
3606,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, INSECTICIDE,METHOMYL = 90301,4000
3607,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, INSECTICIDE,METHOXYFENOZIDE = 121027,(D)
3608,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, INSECTICIDE,PETROLEUM DISTILLATE = 63503,(D)
3609,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, INSECTICIDE,PHOSMET = 59201,10900
3610,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, INSECTICIDE,PYRETHRINS = 69001,(D)
3611,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, INSECTICIDE,SPINETORAM = 110007,400
3612,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, INSECTICIDE,SPINOSAD = 110003,(D)
3613,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, INSECTICIDE,SPIROTETRAMAT = 392201,(D)
3614,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, INSECTICIDE,THIAMETHOXAM = 60109,100
3615,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, INSECTICIDE,TOTAL,43000
3616,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, INSECTICIDE,ZETA-CYPERMETHRIN = 129064,500
3617,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, OTHER,BT ISRAELENSIS AM 65-52 = 69162,(NA)
3618,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, OTHER,BT KURSTAKI SA-12 = 6518,(NA)
3619,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, OTHER,CAPRIC ACID = 128955,(D)
3620,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, OTHER,CAPRYLIC ACID = 128919,(D)
3621,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, OTHER,CHLOROPHACINONE = 67707,(D)
3622,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, OTHER,CUPRAMMONIUM ACETATE = 36011,9100
3623,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, OTHER,CYTOKININS = 116801,(D)
3624,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, OTHER,GIBBERELLIC ACID = 43801,(D)
3625,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, OTHER,HYDROGEN PEROXIDE = 595,(D)
3626,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, OTHER,INDAZIFLAM = 80818,(D)
3627,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, OTHER,METALDEHYDE = 53001,(D)
3628,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, OTHER,MINERAL OIL = 63502,(D)
3629,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, OTHER,PEROXYACETIC ACID = 63201,(D)
3630,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, OTHER,REYNOUTRIA SACHALINE = 55809,(D)
3631,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, OTHER,TETRADECEN-1-OL ,(D)
3632,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, OTHER,TOTAL,21000
3633,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, OTHER,TRICHODERMA ASPERELLUM STRAIN ICC 012 = 119208,(NA)
3634,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,CHEMICAL, OTHER,TRICHODERMA GAMISII STRAIN ICC 080 = 119207,(NA)
3635,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,FERTILIZER,NA,NITROGEN,902000
3636,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,FERTILIZER,NA,PHOSPHATE,1179000
3637,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,FERTILIZER,NA,POTASH,1090000
3638,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,LB,FERTILIZER,NA,SULFUR,794000
3639,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, FUNGICIDE,AZOXYSTROBIN = 128810,(D)
3640,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, FUNGICIDE,BACILLUS AMYLOLIQUEFAC F727 = 16489,(NA)
3641,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, FUNGICIDE,BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482,(NA)
3642,2019,WASHINGTON,BLUEBERRIES,BEARING,NA,APPLICATIONS,"LB / ACRE / APPLICATION, AVG",CHEMICAL, FUNGICIDE,BACILLUS SUBTILIS = 6479,(NA)
